content,Label Asli,Prediksi
Ok,Positif,Positif
Ok,Positif,Positif
Ok,Positif,Positif
Mantap dah,Positif,Positif
Bintang 1 Aplikasi tidak bisa membatalkan pesanan sangat kecewa tidak dengan grab bisa membatalkan harusya harus sama dengan grab sama sama bisa membatalkan pesanan saya tidak sengaja kepencet pesanan tidak bisa di batalkan sudah di email pihak gojek tidak bisa tolong di perbaikan ,Negatif,Negatif
Sangat bagus dan sangat membatu,Positif,Positif
Yaudah lah ya,Positif,Positif
JOZZZ we Gassskeunnn,Positif,Positif
Susah,Netral,Negatif
good,Positif,Positif
ongkir semakin mahal,Positif,Negatif
Aplikasi ini sangat membantu saya untuk perjalanan dan memesan makanan,Positif,Positif
Oiiii Apk asu Gua kagak pernah pake gocargoride Kenapa gua selalu dapat voucher naik kendaraan mulu ,Negatif,Negatif
Semua jadi mudah pakai gojek,Positif,Positif
Cari driver mobil lama bangett,Netral,Negatif
Apik,Positif,Positif
Alhamdulillah,Positif,Positif
Top yessss,Positif,Positif
Aplikasi asli indonesiamntp,Positif,Positif
tambahin donk limit payleter nya biar makin sipp ,Positif,Positif
Sippp,Positif,Positif
cepat ramah dh sopan,Netral,Positif
Setelah upgrade gopaylater malah gak bisa dipakai limitnya  bayar gak pernah telat hadeeeh sorry unistall,Negatif,Negatif
Selamat MLM,Positif,Positif
Bagus banget sangat sangat membantu,Positif,Positif
Ngasih promo gk niat,Negatif,Negatif
Sugoi,Positif,Positif
Aplikasi Gojek Sangat Memuaskan ,Positif,Positif
Saya pelanggan setia goshop karena ada usaha online Tapi tiba2 akun saya tidak bisa digunakan Kata aplikasi nya ada tindakan mencurigakan Ngengek Tindakan mencurigakan apa  Udah kontak email tapi tetep aja ga bisa digunain akun nya Ampas,Negatif,Negatif
Mantap,Positif,Positif
Tolong bagi pihak gojek makin lama pesen nya kok lama ya Tolong pengertian nya ,Positif,Negatif
Kenapa selalu updatenya memakan memori hp pemakai terus,Negatif,Negatif
Aplikasi rusak,Negatif,Negatif
Halo Gojek Maaf kenapa voucher saya tiba2 hilang semua ya padahal masa berakhir masih di tgl 23 mei 2022 Mohon untuk penjelasan nya Terimakasih,Netral,Negatif
Mantap semua jdi bisa,Positif,Positif
Gojek emang oke hidup menjadi serba mudah,Positif,Positif
Sangat menolongdisaat gak ada yg bisa ngantar makananada abg gojek yg selalu bisa diandalkan,Positif,Positif
Siipp,Positif,Positif
Sangat membantu,Positif,Positif
Upuooui,Positif,Positif
Saya selalu pakai aplikasi gojek utk go food,Positif,Positif
Ok,Positif,Positif
Good,Positif,Positif
Senang semua jadi mudah apalagi kl banyak diskon lebih senang lagi deeeh,Positif,Positif
Aplikasi ini sangat membantu saya,Positif,Positif
Good,Positif,Positif
Kg bisa bicara ap2 biar bintang yg bicara ,Positif,Positif
Sangat membantu,Positif,Positif
Sangat membantu,Positif,Positif
Kok se enak jidat mu aja min bekukan akun ku,Negatif,Negatif
Harga gojek naik 16 ribu,Netral,Negatif
Good,Positif,Positif
Keren banyakin promo nya lgi,Positif,Positif
Tepat waktu,Positif,Positif
kebantu banget utk kirim kirim berkas sampe aman cepet,Positif,Positif
Seneng ga ribet apa lg kalau ada promo atau disko mantappppp,Positif,Positif
Toppp,Positif,Positif
mantap,Positif,Positif
Mohon maaf gojek sodara saya buka makanan di go food rating rata2 5 semua tapi gojek memberikan rating jelek ke resto padahal dia baru buka dan masih belom ada costumer tapi pihak gobiz memberikan rating jelek beda dengan tetangga sebelah memberikan rating sesuai ulasan costumer sodara saya sudah susah payah buat rasa dan makanan enak gojek memberikan rating jelek dan costumer ogah beli kadang2 ga ngotak pihak gojek dan go biz sama2 ga bener ,Negatif,Negatif
Gk bisa pesen goride nih knapa ya,Negatif,Negatif
Baru aja isi saldo buat transaksi gopay diblokir kalo mau diblokir jangan nunggu isi saldo dulu Kayak maling aja,Negatif,Negatif
Ribett harus foto KTP dan foto pribadi buat ningkatin padahal cuma mau ngasih saldo ke temen tapi harus ada foto KTP atau foto diri beserta KTP udah kaya pinjol aja,Negatif,Negatif
Aplikasi nya bagus dan mudah di gunakan,Positif,Positif
Tambah mahal biaya ongkos,Negatif,Negatif
Mantep poko nya gijek,Positif,Positif
Sangat membantu datang tepat waktu,Positif,Positif
Kebersihan para Driver motor berkurang helm kadang bau keringat Terima Kasih,Positif,Positif
Good,Positif,Positif
saya sangat Kecewa skli,Negatif,Negatif
Berlangganan kok vochernya gabisa dipake hadeh,Negatif,Negatif
Sangat membantu srkali di saat keadaan yg di butuhkan,Positif,Positif
Mantapp,Positif,Positif
Gojek makin sini makin pelit sama voucher Masa gak dpt voucher sama sekali sih pdhl sering dipake buat transaksi Payah,Negatif,Negatif
Versi baru malah tidak bisa menggabungkan vc toko dan vc promonya,Negatif,Negatif
Ok,Positif,Positif
Ok terus perbanyak promo,Positif,Positif
ood,Positif,Positif
Yes yes,Positif,Positif
Cepat respon,Positif,Positif
Baik,Positif,Positif
Voucher nya kpasang otomatis mulu Tombol ganti n tukarnya jg g da lg gmn ini,Netral,Negatif
Kalo belanja kaya buah sayur bisa ga gojek,Positif,Positif
Susah amat yah tlng donk di bantu,Netral,Negatif
Terpercaya dan nyaman Driver ramah n armada bersih,Positif,Positif
ganti nomor hp saldo gopay raib  sangat tidak mutu,Negatif,Negatif
Top bgt,Positif,Positif
Promonya atau diskonnya banyakin yah,Positif,Positif
Bgus,Positif,Positif
Oke,Positif,Positif
Siip,Positif,Positif
Bisa engga sih gojek pusat memberlakukan tidak ada penurunan performa driver ketika driver minta cancel pusat karna orderan fiktifdidaerah saya sering banget terjadi orderan fiktifawalnya customer selalu respon ketika driver konfirmasi dlltetapi giliran pengantaran mulai customer banyak alasan bilang salah titik lahdia nya diluar daerah lahsalah order lahkami yang rugi kalau tiap kena orderan fiktifperforma juga ikut turunterima kasihmohon dimaafkan jika ada salah kata,Negatif,Negatif
Tidak berubah bahkan lebih buruk setelah update Good job  Waktu pemesanan tidak realtime dengan driver update lokasi driver tidak realtime penempatan lokasi map sering terlempar di area yg jauh dengan aslinya aplikasi sering crashforce close kalo bilang masalah jaringan kenapa aplikasi lain game atau streaming bisa lancar Habis akuisisi kok malah blunder aneh ,Negatif,Negatif
Ya bagus,Positif,Positif
Membantu,Positif,Positif
Untuk saat ini apk sangat membantu,Positif,Positif
Kenapa gojek tidak bisa di akses,Positif,Negatif
Oke,Positif,Positif
Aman dan nyaman,Positif,Positif
Setiap mau ngasi rating ke driver selalu Server kami padat merayap,Negatif,Negatif
Selalu terdepan,Positif,Positif
Gojek PAYAH  Cari Driver Motor lamaaa Driver Mobil apalagi,Negatif,Negatif
Semua jadi mudah dan cepat dengan Gojek,Positif,Positif
Minta kontak layanan live chat Mau ganti nomr tlpn ggl terus,Negatif,Negatif
Jaya selalu gojeeekkkk Rajin2 ksh sya voucher ya gojekhehehehe,Positif,Positif
Top up 1 bulan lebih saldonya belum masuk2 Komplain berkali2 ada tanggapan tapi tidak ada penyelesaian Detail transaksi ada php doang Rugi konsumen,Negatif,Negatif
Puas,Positif,Positif
Proses gantin pin lama harus tunggu Berjam jam,Negatif,Negatif
Bguss,Positif,Positif
Tiba2 batalin pesanan gofood tanpa keterangan jelas,Negatif,Negatif
Akun gopaylater sya di blokir Ga tau salah apa Perasaan ga pernah nunggak pembayaran deh,Negatif,Negatif
Ga bisa pake pitur ini,Negatif,Negatif
Sangat cepat dan bagus,Positif,Positif
Semakin jaya jangan lupa kesejahteraan mitra,Positif,Positif
gojek memang toptetap pertahankan pelayanannya,Positif,Positif
Tolong untuk alamat di sediakan tempat ketik untuk informasi lebih lengkap ya biar kami bisa menambahkan alamat nya secara tertulis karna kalo di maps gitu tdk sesuai dgn alamat,Positif,Positif
Mohon di bantu agar akun saya bisa kebuka kembalikarena saya tidak merasa melakukan kesalahandan juga tidak ada konfirmasi dari pelanggan kalo saya ada kesalahan,Positif,Negatif
Baguscuma susah beli makanan tengah malam karena ngga ada driver nya Aku nggak tau susah nyari drivernya atau warung tempat belinya yang udah tutuptapi di keterangan makanan lagi disiapkan,Positif,Negatif
Good,Positif,Positif
Mantab jiwa,Positif,Positif
smoga semakin maju,Positif,Positif
Masih satu satunya aplikasi ojek online yang saya pakau dan sajauh ini cukup memuaskan,Positif,Positif
Baguus aplikasi ini,Positif,Positif
Kalau lagi hujan atau apa itu dikabarinunggu 1 jam untuk orderan mana gk bisa dibatalin lagi Ngaco,Negatif,Negatif
Ah mantap,Positif,Positif
Memudahkan pengiriman cepat,Positif,Positif
Masih gangguan gojek saya kenapa,Negatif,Positif
masa saya pesen di semarang dikasih rekomendasi restorannya yg di jakarta tolong dong adain lagi option cancelnya biar gk ribet kasian drivernya juga,Negatif,Negatif
Bagus,Positif,Positif
Ribet anjir Security nya menyedihkan kalau rakyat nya yang gak pinter mau gimana juga kehack ujung ujungnya Kenapa gak pake facial recognition aja buat verifikasi nomor Dev gajelas deh,Negatif,Negatif
Utamakan keramahan driver senyum sapa ucapan terima kasih,Positif,Positif
kondisi hujan orderan bisa dapat driver yg jauhmereka minta customer cancel lhaa salah kami apa yg mengikuti sistem ini mohon gojek lebih baik lagi posisi driver yg terdekat lah yg dapat spot order customer,Positif,Negatif
Selalu menyenangkan bepergian pakai go Jek or go car Top terbaik lah Selalu sehat2 dan bahagia yaa para driver ,Positif,Positif
Hemmm diskonnya banyakin lagi dong kayak grab,Positif,Positif
Saya Puas dengan pelayanan Bpk Gojek nya yg baik dan ramah terimakasih,Positif,Positif
MantuuuuulGojek,Positif,Positif
Gojek yg terbaik saat ini,Positif,Positif
kenapa gopaypater saya tidak ada,Positif,Negatif
Sangat membantu,Positif,Positif
Pesan gofood ga dapet driver Pesan ulang tetep ga dapet jg Hadeuhhh,Netral,Negatif
Cakep,Positif,Positif
Kasih bintang dua dulu karena akun saya tiba di blokir padahal itu akun saya satunya,Negatif,Negatif
Bagus,Positif,Positif
Bagus pertahankan,Positif,Positif
oke,Positif,Positif
keamanan dan kenyamana saat mengemudi sangat baik,Positif,Positif
lama nyari driver go car nya sampai berulang kali,Negatif,Negatif
Oke,Positif,Positif
Semoga kedepan ny lbih baik lgi,Negatif,Positif
Laporan tentang gopay tdk ada tindak lanjutnya masih tdk ada tindak lanjutnya masih tdk ada tindak lanjutnya sudah 6 harisampai hati ini tgl 12 Juli tdk ada kelanjutan laporan keluhan gopay saya  terima kasih gojek  hari ini laporan gopay saya sudah di follow up dan close ,Positif,Negatif
Habis di perbarui kok tampilan nya beda yaa ga ada gocar atau goride lagi,Negatif,Negatif
Bagus banget,Positif,Positif
Tolong daerah tanjungsari Sumedang di perbanyak driver nya Karena klo order ga pernah dapet sekalipun dapet yg jauh,Netral,Negatif
Mantap,Positif,Positif
Aplikasinya tidak bisa chat dengan cs,Negatif,Negatif
Ntap slalu berinovasi memudahkan cust Goodjob,Positif,Positif
Keseringan di otak atik jadi sering terjadi gangguan Gabisa order dll skali nya dpt order erorrr Tolong IT gojek yg bener kerjanya,Negatif,Negatif
Alhamdulillah,Positif,Positif
Okay,Positif,Positif
Mantapppppppppppppp,Positif,Positif
Good fitur,Positif,Positif
Terimakasih Gojek,Positif,Positif
Diskon Diskon  Hapus hutang paylater saya yaa ,Positif,Negatif
Bagus,Positif,Positif
Ok mantap,Positif,Positif
Asik banget dah,Positif,Positif
sangat puas,Positif,Positif
Pencarian driver sameday sangat lama pada marketplace Tokopedia memakan waktu berjamjam sangat buruk dan merepotkan,Negatif,Negatif
Oke,Positif,Positif
KECEWA GUA SAMA GOJEK SAYA TIDAK MELAKUKAN TRAFER SELAMA 3 HARI TAPI SALDO 75000 SAYA DI BLOKIR DAN SAMPAI SEKARANG MSH BLM BISA,Negatif,Negatif
Tingkatkan,Positif,Positif
Aplikasi gojek memuaskan jg cepat dlm pemesanan makanan,Positif,Positif
Ada apa Dengan Gopay Apakah masih kendala Fiturnya,Positif,Positif
good,Positif,Positif
Waw,Positif,Positif
Suka banget pake gojeg,Positif,Positif
Ok,Positif,Positif
babi bagian gw butuh gabisa dipake,Negatif,Negatif
Bagus pelayanan nya cepat,Positif,Positif
Gooooooooooodddddd,Positif,Positif
Bagus,Positif,Positif
Ok,Positif,Positif
Jos lah,Positif,Positif
aplikasi kapitalis mahal banget gak rekomen banyak pajak layanan ini itu promo nipu semua,Negatif,Negatif
Mantap ,Positif,Positif
Membantu perjalanan saya,Positif,Positif
Penjemputan cepat,Positif,Positif
Mending main epep,Positif,Negatif
Ok,Positif,Positif
Puas,Positif,Positif
Pesanan telat 1 jam gk ada kompensasi,Negatif,Negatif
MENGGANGGU TRANSAKSI sangat LELET saat ini buka halaman payment mau berjam2 ngak kebuka padahal Kami punya High Speed Interne lalu coba hapus data re Instal malah tak bisa login artinya SERVER UDAH BERAT TIDAK MEMADAI,Negatif,Negatif
Aplikasi sangat membantu,Positif,Positif
Sangat membantu,Positif,Positif
Good,Positif,Positif
sangat membantu di saat kita membutuhkan transfortasi mendadak,Positif,Positif
Sangat membantu,Positif,Positif
Kenapa JARANG ada promo buat transaksi tunai Selalu yg byk promo malah gopay,Negatif,Positif
Para driver sopan ramah dan profesional,Positif,Positif
Bagus,Positif,Positif
Sangat rasa aman kenyamanan dan banyak org driver maupun gobox bicara sopan santun ramah dan pelayanan dgn baik,Positif,Positif
Mantap saya suka karena driver nya ramah dan sabar,Positif,Positif
Kami terkendala untuk install ulang dr kemarin apakah bisa dibantu urgent,Negatif,Negatif
Mantaplahpokoke,Positif,Positif
Katanya Gojek Instant tapi Nunggu 10x lebih lama dari normal mau pesen normal juga ga bisa Ojeknya ga dateng2 Saya nunggu sam 1 jam 40 menit,Negatif,Negatif
Terus kembangkan dan menyesuaikan ke arah kebutuhan klas menengah ke bawah juga agar yg klas kebawah juga bisa menganggap gojek sangat berarti bagi kami,Positif,Positif
Lemot,Negatif,Negatif
Ok,Positif,Positif
Ini app koq sering error dibuka koq sulit banget,Negatif,Negatif
easy used and working the best,Positif,Positif
Mkaasih,Positif,Positif
Ini gojek kenapa sih Mau pesan makanan atau minuman loading mulu,Negatif,Negatif
Cara mendapatkan otp lewat whatsapp gmna si ko ga ada pilihan dibawahnya ya,Netral,Negatif
Hadeh mau jalan jauh malah eror milih petanya,Negatif,Negatif
Aplikasi kocag,Negatif,Negatif
Kami masih di tagih biaya parkir Mohon bantu info para pedagang yg kerjasama Gojek bisa bantu agar driver Gojek jangan di claim biaya parkir Imbasnya kami pelangan yang di tagih Padahal sudah semua biaya Gojek kami bayar via aplikasi Termasuk beri tip ke Driver Terimakasih,Netral,Negatif
good job,Positif,Positif
Sejauh ini driverx on time,Positif,Positif
Sangat membanty,Positif,Positif
Apk gojek saya tidak bisa di buka Macet sering keluar sendiri kenapa ya Padahal udah punya akun,Netral,Negatif
Bagus sekali,Positif,Positif
Aplikasi yg bisa d andalkan,Positif,Positif
Tolong y mau daftar gak bisa tolong di permudah kayak dulu saya mau buat akun baru lagi,Negatif,Negatif
Baik sekali,Positif,Positif
Matap Belum ada masalah selama saya pakai ,Positif,Positif
Sekarang ongkirnya gak masuk akal mahal banget,Negatif,Negatif
Apk tipu tf ke jago sj kena atmin brengsek,Negatif,Negatif
Mantap Sangat memuaskan ,Positif,Positif
Tolong dong kenapa akun saya dibekukan ya gofoodnya padahal saya ga ngrasa buat kesalahan udah konfirmasi tapi ga ada solusi tolong dong dibantu min,Negatif,Negatif
Terimkasi tlh menjdi membantu masyrakat,Positif,Positif
Mantap tiap mau pake selalu ada promonya thanks yoooo,Positif,Positif
Susah banget bikin ke gopay plus,Negatif,Negatif
Keren,Positif,Positif
Mudah praktis dirumah saja dpt promo lg,Positif,Positif
Banyakin lagi promo gorid gocar dan gofood nya,Positif,Positif
Oke,Positif,Positif
Pelayanan baik dan cepat selama menggunakan gojek,Positif,Positif
Nice,Positif,Positif
Baik orangnya,Positif,Positif
Apk yg bagaus Cpt transaksinya,Positif,Positif
Gojek sangat membantu kebutuhan perjalanan saya Semoga gojek makin sukses dan makin diminati siapa saja dalam menghindari kemacetan,Positif,Positif
Saya dulu pernah punya akun gojek  dapat fasilitas gopaylater  tahun lalu hp saya hilang dan saya lama ga punya hp lagi  setelah saya bisa beli hp lagi dan saya coba download aplikasi gojek saya  fasilitas gopaylater saya sudah hilang mungkin di nonaktifkan dari pusat  saya coba ajukan gopaylater lagi susah banget berkali  kali di reject  kecewa padahal saya customer setia gojek dari dulu ,Negatif,Negatif
Bagus,Positif,Positif
Mantap,Positif,Positif
7055 banget,Positif,Positif
sangat meyakin kan,Positif,Positif
Knpa akun gjek sya out sndri,Positif,Negatif
kalo mau bintang 5 lu harus tf 200k buat gw,Netral,Negatif
Kadang mahal,Netral,Positif
Di area sekitar banyak banget drivertapi tiap pesan apapun pasti dapetnya driver yang jauh bangetlama nunggu,Negatif,Negatif
Mantap Sangat mudah pengaplikasiannya dan sangat membantu ,Positif,Positif
Bangke rawan blokir dompet nya padahal saya sendri yg make Masa main blokir dompet ajagak guna lah,Negatif,Negatif
Keren,Positif,Positif
mantap,Positif,Positif
Tidak ramah di telpon tidak ramah dari gojek bayar GOPAY latter lagian kan kalo telat juga di denda,Negatif,Negatif
NASIONAL KALI  LIMA,Positif,Negatif
Simple to use,Positif,Positif
Good job,Positif,Positif
Enggak bisa log in  ngakak tingkat apapun,Negatif,Positif
Ongkir mahal bet sekarang parah padahal beli makanan cuma 1 kg jarak nya tapi ongkir Ampe 16 ribu coy coy,Negatif,Negatif
Mau pesen gofood gk bisa halloww,Positif,Negatif
Bagus,Positif,Positif
Okelahh,Positif,Positif
Jadi susah dapet driver,Negatif,Negatif
Mantap,Positif,Positif
Mantap,Positif,Positif
Kalo ada bintang 0 gue kasih 0 nih apk 2kali transaksi top up gopulsa ga bis terus selalu bacaannya  sedang dalam proses padahal udah 2x24 jam Sedangkan di apk sebelah 2menit juga udah berhasil transaksi Udah transaksi gabisa duit ga balik juga Padahal udah laporan di apk tapu no respon Kecewa bgt make nih apk gojek,Negatif,Negatif
Semoga dapet limit gopaypinjam,Positif,Positif
Untuk yang belum pernah pakai gojekjgn pernah mencoba nyabanyak promo yang tidak berlakukarna customer nya pinter cari alasan kalo promo kalian tidak terpakai Soal nya Saya udah 2 memakai promo nyatapi tidak berlakusaat di laporin costomer nya pintar cari alasan yg berbedabeda,Negatif,Negatif
Aneh masa keluarkeluar sendiri,Negatif,Negatif
Aplikasi jelek,Negatif,Negatif
Sangat bermanfaat,Positif,Positif
Gojek dpt mempermudah segalanya,Positif,Positif
keren,Positif,Positif
Nice,Positif,Positif
Oke biar bintang yg mewakiliya plus plus plus,Positif,Positif
Sangat membantu,Positif,Positif
Bagus,Positif,Positif
Mantap,Positif,Positif
Kenapa kalo habis hujan mesti susah dapet driver,Negatif,Negatif
Memudahkan pergi ke mana aja,Positif,Positif
Aplikasi nya bagus tapi gocar nya suka nolak,Positif,Positif
goood,Positif,Positif
Driver Gojek car sangat mengecewakan order di pick namun pelanggan di cuekin dan ketika di call tidak di angkat dilihat di map tidak jalan2 mobil nya Jadi mau gk mau kita harus cancel Ketika order map driver dan penumpang sangat jauh jadi waktu tunggu sangat lama,Negatif,Negatif
sering error  double pemesanan krna error kasian pak gojeknya,Positif,Negatif
Everythings Easy,Positif,Positif
Nomor Gopay saya kebeku padahal cuman buat bisnis,Positif,Negatif
Helpful,Positif,Positif
Membantu bngt mksh GOJEK,Positif,Positif
tolong di perbaiki ya sering banget loading lama sama server sibuk,Netral,Negatif
Cukup bagus,Positif,Positif
Terima kasih,Negatif,Positif
Apk tokay  tokay top up saldo belum masuk harus tunggu 2x24jam ga ada cs yg bisa dhub langsung atau online utk pengaduan hanya lewat emaildi apk tdk ada fitur chat dgn cs mau bangkrut kali ni gojeksekrg sdh 3x24jam belum masuk jugadiminta buktinya klo sudah masuk tdk bisa membuktikan coba klo org lagi urgent buat beli obat dirumah sakit bisa keburu mati orgnya krn gagal beli obatpikir donkkk sediakan whatsapp cs jika memang jujur dan bertanggung jawab komitmen soal waktu konsumen juga,Negatif,Negatif
Sangat membantu ,Positif,Positif
Sangat membantu keseharian saya terima kasih gojek ,Positif,Positif
Orangnya ramah dan sopan,Positif,Positif
Oke,Positif,Positif
maaf mau minta tolong kronologis saya ngambil paket barang berisi PS game ngambil dari jam 911 di jl suci bandung ke jl buah batu bandung sampai jam 12 pas belum datang foto gojeg nya ada di whatsap aktip cuma ga di angkat angkat minta tolong gimana baik nya,Negatif,Negatif
Aplikasinya bagus dan juga sering dapet voucher makan yang menguntungkan terimakasih,Positif,Positif
Ok banget,Positif,Positif
Bagus sekali,Positif,Positif
sangat memuaskan,Positif,Positif
Selali update dan harga yang bersaing,Positif,Positif
Slalu aja minta di ufdatesudah dibuka lelet,Negatif,Negatif
terbantu bgt dgn ada y gojek,Positif,Positif
Update,Positif,Positif
mksh Gojek selain on time juga aman dan ramah  oce makin tambah maju ,Positif,Positif
Mantap de pokokke,Positif,Positif
Ngk tau kenapa udh berkali Upgrade gopay plus tapi tetep ngk bisa padahal foto KTP sama asli sama tolong lh di perbaiki sangat mengganggu,Negatif,Negatif
Keluar keluar terus,Positif,Positif
banyakin lagi promonya yg gede2,Positif,Positif
Banyak kali iklan kau monyet,Negatif,Negatif
MANTAP,Positif,Positif
Bagus,Positif,Positif
Josh gandossss,Positif,Positif
Nyaman dan aman,Positif,Positif
Sangat membantu,Positif,Positif
Lebih nyaman naik gojek,Positif,Positif
Tidak membantu,Negatif,Positif
Mantap,Positif,Positif
mantap,Positif,Positif
sangat bermanpaat sekali,Positif,Positif
Sangat membantu sekali,Positif,Positif
Enak bat buat nge jb awokawokawokaowk,Positif,Positif
So fast  easy,Positif,Positif
Kenapa QR code untuk bayar di Indomaret tidak muncul ya,Positif,Negatif
terbaik,Positif,Positif
Sekarang malah ga bisa aplikasinya sama sekali ,Positif,Negatif
Bagus ketepatan pesanan dan waktu yang cepat,Positif,Positif
Baik mendukung,Positif,Positif
Sip okeh,Positif,Positif
So far blum ada problem,Positif,Positif
Jangan sering update gblk,Negatif,Negatif
Udah jelas jelas gue di tipu dan udah gue ceritain kronologisnyatapi dengan santainya membalas laporan maaf kami tak bisa mengembalikan saldo anda yg telah hilangpercuma kalian iklan di TV andi ditipu saldo akan kembalikenyataannya saldo gue gak kembalinajis nyesel gue lama2 bertahan di gopaylebih baik gue pindah ke apk DANA  OVO,Negatif,Negatif
Saat mau transaksi balasan gojeknya yah sedikit ada masalah,Negatif,Negatif
Mantapppp,Positif,Positif
Pemesanannya cepat layanannya bagus,Positif,Positif
Bagus cepat prosesnya,Positif,Positif
Mantap,Positif,Positif
Sangat membantu Semoga makin berkembang usahanya,Positif,Positif
Gimana sih kemarin top up dm mlbb di gogames dua kali yg masuk cuman sekali terus hari ini top up tetep g masuk dm nya hadehh gimana inj,Negatif,Negatif
Good,Positif,Positif
Mantap,Positif,Positif
Ok,Positif,Positif
Ok,Positif,Positif
Mantap,Positif,Positif
Argo ngacok Bensin mahal bos,Negatif,Negatif
setelah diupdate jadi ga bisa top up kuota ,Negatif,Negatif
Aplikasi ojol terbaek,Positif,Positif
Saya sangat suka aplikasi gojek ,Positif,Positif
Nelayan,Positif,Positif
Iya Payah sekarang suka hang Mau pesan gofood tibatiba blank trus keluar dari aplikasi PAYAH Malah disuruh cek jaringan data selullerpulsa saya full,Negatif,Negatif
makin kesini para driver ojol kok tingkah nya kaya preman ya jika ada ke salahan titik antar selalu menelfon dengan nada tinggi dan saya berusaha untuk menjelaskan dengan nada rendah tapi tetep aja driver tersebut menggunakan nada tinggi apa kah itu pantas  belum lagi ojol yg jalan pelan di tengah2 jalan raya  tolong lah lebih di edukasi lagi tata cara berkendara dan berbicara dan lebih di seleksi lagi org yg waras dengan yg tidak,Negatif,Negatif
Ok,Positif,Positif
Sy pengguna gojek udh lamaa banged paham betul syarat ketentuan gopaygopay later tp sekarang tiap transaksi pake paylater slalu keluar notif ada gangguan tekhnis sdh ajukan kendala bolak balik tp jawaban slalu sama please deh Kasih bintang 5 biar up  thanks before,Positif,Negatif
Sering2 kasih diskon yaa,Positif,Positif
Sangat membantu,Positif,Positif
Jelek dan mahal ongkirnya,Negatif,Negatif
Gojek selalu ada kapan kita membutuhkannya trimakasih gojek jayalah selalu,Positif,Positif
mantap,Positif,Positif
Skrg kasih 3 bintang aja karna ga pernah dapat promo dan diskon lagi,Netral,Negatif
Saya bener2 kecewa sama GoJek trutama drever mesen gocar jrak tempuh waktu 6 Mnet 1 jam nunggu padahal saya mau ngantar org sakit salam fak,Negatif,Negatif
Server kami padat merayap Nunggu 1 jam 2 jam sampe 5 jam tetep aja Gabisa dipake sama sekali aplikasinya,Negatif,Negatif
GOJEK makin lama makin Jancoekan,Negatif,Negatif
Ok,Positif,Positif
Sangat membantu,Positif,Positif
barang cepat sampai,Positif,Positif
Sulit membatalkan pesanan dengan seribu alasan driver tidak bisa di hubungi tibatiba driver di ganti ulur waktu lagi kalo orang asam lambung atau magh ga cocok pakai aplikasi ini,Negatif,Negatif
Mantab,Positif,Positif
Okehhh,Positif,Positif
Sekarang promonya gak bisa digabung seperti sebelumnya jadi kalau kita punya voucher gak bisa pakai gratis ongkir atau kalau ada promo dari resto voucher kita gak bisa kepake Kecewa sih udah terlanjur berlangganan voucher ternyata gak bisa kepake,Negatif,Negatif
Oke,Positif,Positif
Murah,Positif,Positif
Bs menggunakan namun tdk maksimal karena paylater ngak bisa digunakan pada semua qris,Positif,Negatif
Aplikasi semakin hari semakin ribet terlalu pengin terlihat mantap padahal blm siap Akhirnya ngeblank Kastamer jadi gregetan Kabur donk pindah ke yang lebih lancar ga ribet,Negatif,Negatif
Bagus,Positif,Positif
jemput dan sampai tujuan tepat waktu,Positif,Positif
Buruk,Negatif,Negatif
Bagus,Positif,Positif
Mantaap,Positif,Positif
Sangat baik,Netral,Positif
Njir coeg keren bat ini dapet diskon jadi lebih bagus pake gojek dari pada beli langsung,Positif,Positif
Pengantaran cpt  sesuai lokasi penerima,Positif,Positif
Aplikasih bagusklw bisa promonya dibanyakin kayak dulu,Positif,Positif
Kenapa belum tersedia di jambi min,Positif,Negatif
Selama gunakan Gojeg sangat membantu alalagi dgn Gopaynya ga perlu bawa duit gede cukup transfer dari rek BCA ke Gopay Aman Oya saya pindahan kos kosan juga oke dgn sewa Mobil Box dari Gojeg juga Makasih,Positif,Positif
Gofood Sekarang mahal murah dulu  Sering gofod malah gopaylater diblokir aneh,Negatif,Negatif
Ok,Positif,Positif
5 Stars,Positif,Positif
1 nomor hanya bisa pakai 1 id saya ada 2 nomor tapi tidak bisa pakai id yang sama dan salah topup jumlah uang Sekarang saya mau tarik  transfer balik uang saya tapi tidak bisa tanpa id saya merasa koq seolah olah di persulit dan uang saya di tahan di gopay padahal saya jarang pakai gopay hub Costumer service jawaban muter tidak bisa membantu sama sekali,Negatif,Negatif
Ok,Positif,Positif
Untuk pendaftaran susah padahal saldo sudah di isi alasan e ktp tidak sesuai padahal di pake di registrasi bank saja gampang tp di sini susah gimana min,Negatif,Negatif
Mantulll,Positif,Positif
Good app,Positif,Positif
Ok,Positif,Positif
Kalo rute agak jauh saya terpaksa 2x sambung kayak angkot krn drivernya byk yg suruh cancel yg alasannya bocor ban lah macam2 deh Pdhl saya tau mereka cuma kejar trip pendek aja biar cepat capai target dpt binus  tolong drivernya lebih diperhatikan lg krn kepuasan pelanggan itu lbh penting bukan sekedar dpt bonus Jangan mau kalah donk pelayanannya sama taxi online dr luar,Positif,Negatif
Cepat dan murah,Positif,Positif
Mengenaskan,Negatif,Positif
Hanya perlu infokan bila terjadi mantenance dadakan,Positif,Positif
Aplikasi yang sangat bermanfaat,Positif,Positif
Mantap tp jarang ada promo,Positif,Positif
Tepat waktu santun ,Positif,Positif
